,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,NPT4_PUB,NPT4_PRIV,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_API,UGDS_API,OPEID,INSTNM,CITY,STABBR,INSTURL,HIGHDEG,LATITUDE,LONGITUDE
6483,3,,,,,,,,,19101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.3039,0.1863,0.0,0.0,0.0,0.0,0.0392,0.0,0.4706,,,,1049049,Regency Beauty Institute-Detroit Lakeside,Shelby Township,MI,www.regency.edu,1,42.6293,-82.9905
6484,3,,,,,,,,,20067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.35,0.05,0.15,0.0,0.0,0.0,0.15,0.0,0.3,,,,1049047,Regency Beauty Institute-Fort Myers,Fort Myers,FL,www.regency.edu,1,26.5717,-81.8709
6485,3,,,,,,,,,19603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.1667,0.3646,0.0938,0.0104,0.0,0.0,0.0833,0.0,0.2813,,,,1049048,Regency Beauty Institute-Arlington,Arlington,TX,www.regency.edu/institute/financial-aid/calculator/,1,32.6851,-97.1016
6486,3,,,,,,,,,21465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0556,0.463,0.0,0.0,0.0,0.0,0.0926,0.0,0.3889,,,,1049050,Regency Beauty Institute-Durham,Durham,NC,www.regency.edu,1,36.018,-78.91
6487,3,,,,,,,,,19207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3776,0.3846,0.0,285.0,0.8386,0.014,0.0281,0.0105,0.0105,0.0,0.0175,0.0,0.0807,,,,464608,Minnesota School of Business-Elk River,Elk River,MN,www.msbcollege.edu/,3,45.32,-93.5605
6488,3,,,,,,,,,18422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631,0.1513,0.0,845.0,0.3243,0.6225,0.0402,0.0071,0.0012,0.0,0.0,0.0,0.0047,,,,4051328,Brown Mackie College-Greenville,Greenville,SC,www.brownmackie.edu,3,34.8534,-82.3949
6489,3,,,,,,,,,23540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6296,0.2346,0.0,165.0,0.6545,0.0303,0.0424,0.0061,0.0182,0.0061,0.0121,0.0,0.2303,,,,464202,Globe University-Sioux Falls,Sioux Falls,SD,www.globeuniversity.edu/GUNetPriceCalculator/npcalc.htm,3,43.4989,-96.7866
6490,3,,,,,,,,,23889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5924,0.2293,0.0,215.0,0.9116,0.0,0.014,0.0233,0.0186,0.0,0.014,0.0,0.0186,,,,464201,Globe University-Eau Claire,Eau Claire,WI,www.globeuniversity.edu/,3,44.7683,-91.4279
6491,3,,,,,,,,,11149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.7264,0.2075,0.0283,0.0283,0.0,0.0,0.0094,0.0,0.0,,,,2554801,Vanguard College of Cosmetology-Baton Rouge,Baton Rouge,LA,www.vanguard.paulmitchell.edu,1,30.3934,-91.0872
6492,3,,,,,,,,,22241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.4375,0.0,126.0,0.3968,0.3254,0.0556,0.0397,0.0714,0.0,0.0079,0.0079,0.0952,,,,464203,Globe University-Minneapolis,Minneapolis,MN,www.globeuniversity.edu/,4,44.976,-93.2723
6493,3,,,,,,,,,20088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1354,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.6406,0.1406,0.0,578.0,0.2543,0.1125,0.526,0.0121,0.0138,0.0087,0.0398,0.0104,0.0225,,,,2120708,San Joaquin Valley College-Hesperia,Hesperia,CA,www.sjvc.edu,2,34.4208,-117.3832
6494,3,,,,,,,,,18912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949,0.0,0.0,655.0,0.0748,0.2305,0.6168,0.0015,0.0,0.0382,0.0275,0.0,0.0107,,,,2283805,Beauty Schools of America-Homestead,Homestead,FL,www.bsa.edu,1,25.4752,-80.4457
6495,3,,,,,,,,,27378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9838,0.0162,0.0,278.0,0.0108,0.0,0.9892,0.0,0.0,0.0,0.0,0.0,0.0,,,,2548802,South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,www.stvt.edu,1,25.9371,-97.5084
6496,3,,,,,,,,,28205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.0392,0.0,0.0,0.5637,0.0,0.0,268.0,0.1567,0.0634,0.7425,0.0112,0.0,0.0,0.0075,0.0,0.0187,,,,2549402,South Texas Vocational Technical Institute-Corpus Christi,Corpus Christi,TX,www.stvt.edu,1,27.7396,-97.4333
6497,3,,,,,,,,,20226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.2517,0.6825,0.0068,0.0091,0.0091,0.0,0.0204,0.0,0.0204,,,,2069303,L'Ecole Culinaire-Memphis,Cordova,TN,www.vatterott.edu,2,35.1597,-89.7976
6498,1,0.5421,550.0,700.0,540.0,660.0,520.0,610.0,16992.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,477.0,0.7966,0.0692,0.0314,0.0566,0.0,0.0,0.0314,0.0042,0.0105,,,,396903,University of Minnesota-Rochester,Rochester,MN,www.r.umn.edu/index.htm,3,44.0223,-92.4635
6499,3,,,,,,,,,12257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9677,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.3687,0.581,0.0112,0.0056,0.0,0.0,0.0279,0.0,0.0056,,,,4120300,Health And Style Institute,High Point,NC,www.healthandstyle.edu,1,35.991,-79.9975
6500,3,,,,,,,,,17444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959,0.2041,0.0,174.0,0.0172,0.3966,0.5632,0.0057,0.0,0.0,0.0115,0.0,0.0057,,,,3071603,CBT College-Cutler Bay,Cutler Bay,FL,www.cbt.edu/,2,25.5896,-80.3575
6501,3,,,,,,,,,20713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.2333,0.0,99.0,0.2222,0.6263,0.0101,0.0202,0.0,0.0,0.0505,0.0,0.0707,,,,372612,National College-Columbus,Columbus,OH,www.national-college.edu/locations/columbus-oh/,2,40.0848,-82.946
6502,3,0.7576,,,,,,,,20749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0698,0.6279,0.1628,0.0,205.0,0.5122,0.3951,0.039,0.0049,0.0,0.0,0.0146,0.0,0.0341,,,,962102,Herzing University-Toledo,Toledo,OH,www.herzing.edu/,3,41.6393,-83.6655
6503,3,,,,,,,,,15677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1308801,Capri Beauty College,New Lenox,IL,capri.edu,1,41.51,-87.9278
6504,3,,,,,,,,,15558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,0.0,411.0,0.3771,0.0827,0.4769,0.0146,0.017,0.0024,0.0,0.0,0.0292,,,,3422302,Milan Institute-Bakersfield,Bakersfield,CA,www.milaninstitute.edu,1,35.3855,-119.0231
6505,2,,,,,,,,,14305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,166.0,0.0663,0.2892,0.1988,0.4398,0.0,0.006,0.0,0.0,0.0,,,,4149700,Homestead Schools,Torrance,CA,www.homesteadschools.com,1,33.8086,-118.3502
6506,3,1.0,,,,,,,,18668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255.0,0.4039,0.1882,0.1255,0.1608,0.0039,0.0627,0.0353,0.0,0.0196,,,,2100613,Carrington College-Las Vegas,Las Vegas,NV,www.carrington.edu,2,36.0855,-115.1188
6507,3,1.0,,,,,,,,29434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,333.0,0.7477,0.006,0.1592,0.033,0.006,0.015,0.021,0.0,0.012,,,,2218001,Carrington College-Reno,Reno,NV,www.carrington.edu,2,39.464,-119.7879
6508,3,0.25,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,649.0,0.2635,0.2404,0.2573,0.0678,0.0,0.0077,0.0015,0.0247,0.1371,,,,638504,Chamberlain College of Nursing-Florida,Jacksonville,FL,www.chamberlain.edu,3,30.2435,-81.5864
6509,2,0.766,,,,,,,,20959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8702,0.0,0.0,336.0,0.1786,0.7321,0.0387,0.003,0.003,0.0,0.0357,0.0,0.0089,,,,3026520,Remington College-Columbia Campus,Columbia,SC,www.remingtoncollege.edu/columbia-south-carolina-technical-college,1,34.0311,-81.0989
6510,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.58,0.18,0.11,0.11,0.0,0.0,0.02,0.0,0.0,,,,3026509,Remington College of Nursing Orlando,Lake Mary,FL,www.remingtoncollege.edu/orlando-nursing-training-school,3,28.7752,-81.3536
6511,3,,,,,,,,,8806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0159,0.9841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4183100,Washington Barber College Inc,Little Rock,AR,www.washingtonbarbercollege.com/,1,34.6907,-92.3354
6512,3,,,,,,,,,24585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,0.0,0.0,0.0,0.0,0.8045,0.0,0.0,28.0,0.25,0.4286,0.1429,0.1071,0.0357,0.0,0.0357,0.0,0.0,,,,2559406,InterCoast Colleges-Elk Grove,Elk Grove,CA,www.intercoast.edu,1,38.5072,-121.4558
6513,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.8103,0.0,0.0862,0.1034,0.0,0.0,0.0,0.0,0.0,,,,4140500,Horizon University,San Diego,CA,www.horizonuniversity.edu,3,32.8167,-117.1822
6514,3,1.0,,,,,,,,26622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.5926,0.0926,0.1481,0.0741,0.037,0.0,0.037,0.0185,0.0,,,,4145000,San Diego Culinary Institute,San Diego,CA,www.sandiegoculinary.edu,1,32.7643,-117.0238
6515,3,,,,,,,,,9812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.087,0.0,0.8696,0.0435,0.0,0.0,0.0,0.0,0.0,,,,4148200,Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,beyondcosmo.com/,1,33.9169,-118.0408
6516,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4155500,Academy for Jewish Religion-California,Los Angeles,CA,www.ajrca.edu,4,34.0704,-118.4386
6517,3,,,,,,,,,9613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.2,0.2696,0.4,0.087,0.0,0.0087,0.0261,0.0,0.0087,,,,4158700,Hollywood Beauty College,Stockton,CA,hollywoodbeautycollege.org,1,38.0012,-121.2939
6518,3,,,,,,,,,15722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,0.0897,0.2069,0.269,0.4138,0.0069,0.0,0.0,0.0,0.0138,,,,4160400,Angeles College,Los Angeles,CA,www.angelescollege.edu,1,34.0617,-118.2991
6519,3,,,,,,,,,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,0.0476,0.2,0.2286,0.3048,0.0,0.0857,0.0095,0.0381,0.0857,,,,4164400,Angeles Institute,ARTESIA,CA,angelesinstitute.edu/,1,33.8584,-118.0849
6520,3,,,,,,,,,13003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.4945,0.0145,0.3382,0.0182,0.0109,0.0145,0.1091,0.0,0.0,,,,4167000,Paul Mitchell the School-Temecula,Temecula,CA,www.temecula.paulmitchell.edu,1,33.5063,-117.15
6521,3,,,,,,,,,11013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.9211,0.0,0.0789,0.0,0.0,0.0,0.0,0.0,0.0,,,,4148400,European Academy of Cosmetology and Hairdressing,Guilford,CT,www.teachbeauty.com,1,41.2945,-72.7004
6522,3,,,,,,,,,16139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.8106,0.053,0.0833,0.0076,0.0,0.0,0.0455,0.0,0.0,,,,4152400,International Institute of Cosmetology,Wethersfield,CT,www.studyhair.com,1,41.7077,-72.662
6523,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.9706,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3856500,Florida School of Traditional Midwifery,Gainesville,FL,midwiferyschool.org,1,29.652,-82.3158
6524,1,,,,,,,,5085.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0673,0.1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.0,0.0,0.0,0.7692,0.0,0.0,130.0,0.8077,0.1308,0.0231,0.0154,0.0154,0.0077,0.0,0.0,0.0,,,,4146200,Walton Career Development Center,DeFuniak Springs,FL,www.wcdc.edu,1,30.733,-86.1278
6525,1,,,,,,,,4979.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0577,0.1923,0.0,0.0,0.0,0.0,0.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1635,0.0,0.0,0.0,0.5577,0.0,0.0,212.0,0.3019,0.1321,0.5566,0.0,0.0094,0.0,0.0,0.0,0.0,,,,4150800,Immokalee Technical Center,Immokalee,FL,www.itech.edu,1,26.427,-81.4256
6526,3,,,,,,,,,12765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.675,0.2167,0.1,0.0083,0.0,0.0,0.0,0.0,0.0,,,,4151500,American Academy of Cosmetology,Orange Park,FL,www.aacschool.com/,1,30.1233,-81.7984
6527,2,,,,,,,,,11465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,33.0,0.0606,0.9091,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,,,,4156300,University of Fort Lauderdale,Lauderhill,FL,uftl.edu/,4,26.1462,-80.2035
6528,3,,,,,,,,,23457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.2985,0.1754,0.4627,0.0075,0.0037,0.0,0.0187,0.0,0.0336,,,,4156400,Aviation Institute of Maintenance-Orlando,Casselberry,FL,www.aviationmaintenance.edu,1,28.5444,-81.3427
6529,3,,,,,,,,,18860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.697,0.0707,0.1818,0.0303,0.0,0.0,0.0202,0.0,0.0,,,,4163000,The Salon Professional Academy-Tampa,Tampa,FL,thesalonprofessionalacademy.com/tampa,1,28.0521,-82.5238
6530,3,,,,,,,,,16618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.7838,0.1081,0.0541,0.0,0.0,0.0,0.027,0.0,0.027,,,,4163100,The Salon Professional Academy-Gainesville,Gainesville,FL,www.tspagainesville.com,1,29.6555,-82.4162
6531,3,,,,,,,,,18309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.6486,0.1757,0.1689,0.0,0.0068,0.0,0.0,0.0,0.0,,,,4163200,The Salon Professional Academy-The Villages,The Villages,FL,www.thevillagestspa.com,1,28.9299,-82.0288
6532,3,,,,,,,,,5563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0909,0.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3748300,The Hair Academy Inc,Dublin,GA,www.thehairacademyinc.com,1,32.5433,-82.9115
